Full Name,Educational Qualification,Honorific/Title,Date of Birth,Date of Joining Service,Date of Arrival,Voted/Non-voted,Domicile,Station,Substantive Appointment,Subst. Date,Officiating Appointment,Off. Date
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Montgomery,"A.C., Time Scale",-,D. and S. Judge,26-05-1926
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Lahore,"Registrar, High Court",10-04-1927,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Lahore,"D. and S. Judge, Time Scale",01-10-1927,,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Lahore,A.C.,09-12-1924,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Gurdaspur,A.C.,19-01-1925,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Lyallpur,A.C.,20-02-1925,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Gurdaspur,A.C.,30-03-1925,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Gurdaspur,A.C.,23-12-1925,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Dalhousie,A.C.,17-03-1926,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Batala,A.C.,08-11-1926,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Dalhousie,A.C.,28-03-1927,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Batala,A.C.,28-10-1927,-,-
"Bhandari, A. N.","B.A. (Honours), Punjab",Aryan Khatri,21-11-1899,24-10-1924,09-12-1924,Non-voted,"Jalalabad, District Amritsar",Pakpattan,A.C.,21-03-1928,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Shahpur,"A.C., Time Scale",17-01-1922,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Lyallpur,"A.C., Time Scale",20-02-1922,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Rawalpindi,"A.C., Time Scale",22-03-1922,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Shahpur,"A.C., Time Scale",18-04-1922,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Khushab,"A.C., Time Scale",07-07-1923,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Jullundur,"A.C., Time Scale",-,D.C.,03-03-1926
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",In transit,"A.C., Time Scale",26-10-1926,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Delhi,"A.C., Time Scale",02-12-1926,-,-
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Jhelum,"A.C., Time Scale",-,D.C.,14-01-1928
"Bhanot, Harnam Das","B.A., Punjab",Indian Christian,06-01-1897,12-12-1921,09-01-1922,Non-voted,"Ajnala, District Amritsar",Sargodha,"A.C., Time Scale",-,D.C.,12-06-1928
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu","B.A., Bombay and Cantab",-,13-02-1883,01-01-1908,21-10-1907,Non-voted,Hindu of Poona,Amritsar,"A. C., 3rd grade",01-01-1908,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1884,02-01-1908,22-10-1907,Non-voted,Hindu of Poona,Gurdaspur,"A. C., 3rd grade(Settl. Training)",24-10-1908,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1885,03-01-1908,23-10-1907,Non-voted,Hindu of Poona,Ludhiana,"A. C., 3rd grade",15-03-1909,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1886,04-01-1908,24-10-1907,Non-voted,Hindu of Poona,Ludhiana,"A. C., 3rd grade",07-09-1909,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1887,05-01-1908,25-10-1907,Non-voted,Hindu of Poona,Ludhiana,"A. C., 3rd grade",,D. C.,03-07-1910
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1888,06-01-1908,26-10-1907,Non-voted,Hindu of Poona,Ludhiana,"A. C., 3rd grade",30-07-1910,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1889,07-01-1908,27-10-1907,Non-voted,Hindu of Poona,Sirohi,"A. C., 3rd grade",25-12-1910,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1890,08-01-1908,28-10-1907,Non-voted,Hindu of Poona,Hisar,"A. C., 3rd grade",,D. C.,20-06-1911
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1891,09-01-1908,29-10-1907,Non-voted,Hindu of Poona,Transit,"A. C., 3rd grade",18-11-1911,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1892,10-01-1908,30-10-1907,Non-voted,Hindu of Poona,Pindigheb,"A. C., 3rd grade",26-11-1911,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1893,11-01-1908,31-10-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",,D. C.,22-07-1915
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1894,12-01-1908,01-11-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",05-08-1912,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1895,13-01-1908,02-11-1907,Non-voted,Hindu of Poona,Pindigheb,"A. C., 3rd grade",26-10-1912,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1896,14-01-1908,03-11-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",,Dt. J.,10-06-1913
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1897,15-01-1908,04-11-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",,D. C.,31-08-1913
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1898,16-01-1908,05-11-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",12-10-1913,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1899,17-01-1908,06-11-1907,Non-voted,Hindu of Poona,Pindigheb,"A. C., 3rd grade",07-04-1914,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1900,18-01-1908,07-11-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",,D. and S. Judge,16-07-1914
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1901,19-01-1908,08-11-1907,Non-voted,Hindu of Poona,Attock,"A. C., 3rd grade",09-09-1914,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1902,20-01-1908,09-11-1907,Non-voted,Hindu of Poona,Bombay,"A. C., 3rd grade",,Asstt. Postal Censor,19-01-1915
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1903,21-01-1908,10-11-1907,Non-voted,Hindu of Poona,Bombay,"A. C., 3rd grade (Asstt. Censor)",11-05-1916,,..
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1904,22-01-1908,11-11-1907,Non-voted,Hindu of Poona,Bombay,Asstt. Postal Censor,01-11-1916,,..
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1905,23-01-1908,12-11-1907,Non-voted,Hindu of Poona,Bombay,Asstt. Postal Censor,19-11-1917,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1906,24-01-1908,13-11-1907,Non-voted,Hindu of Poona,Bombay,Asstt. Postal Censor,21-12-1918,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1907,25-01-1908,14-11-1907,Non-voted,Hindu of Poona,Jullundur,"A. C., 2rd grade",24-04-1919,..,..
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1908,26-01-1908,15-11-1907,Non-voted,Hindu of Poona,Lahore ,"A. C., 2rd grade, Postal Censor",07-05-1919,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1909,27-01-1908,16-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., 2rd grade",,Joint D.C,26-05-1919
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1910,28-01-1908,17-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., 2rd grade",,D.C.,03-08-1919
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1911,29-01-1908,18-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., 2rd grade",16-09-2019,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1912,30-01-1908,19-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., 2rd grade",,D. and S. Judge,12-10-1919
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1913,31-01-1908,20-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., 2rd grade, Time Scale",01-12-1919,D. and S. Judge,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1914,01-02-1908,21-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., 2rd grade",,"D. and S. Judge, DC in Addition",16-05-1920
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1915,02-02-1908,22-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., Time Scale",,D. and S. Judge,26-07-1920
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1916,03-02-1908,23-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., Time Scale",,"D. and S. Judge, DC in Addition",27-10-1920
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1917,04-02-1908,24-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., Time Scale",,D. and S. Judge,11-11-1920
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1918,05-02-1908,25-11-1907,Non-voted,Hindu of Poona,Ferozepore,"A. C., Time Scale",17-10-1921,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1919,06-02-1908,26-11-1907,Non-voted,Hindu of Poona,Jhelum,"A. C., Time Scale",,Addl. D. and S. Judge,08-11-2021
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1920,07-02-1908,27-11-1907,Non-voted,Hindu of Poona,Hoshiarpur,"A. C., Time Scale",..,D. and S. Judge,01-03-1922
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1921,08-02-1908,28-11-1907,Non-voted,Hindu of Poona,Hoshiarpur,"A. C., Time Scale",,D. and S. Judge,08-09-1923
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1922,09-02-1908,29-11-1907,Non-voted,Hindu of Poona,Hoshiarpur,D. and S. Judge,13-02-1924,,..
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1923,10-02-1908,30-11-1907,Non-voted,Hindu of Poona,Hoshiarpur,D. and S. Judge,01-09-1924,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1924,11-02-1908,01-12-1907,Non-voted,Hindu of Poona,Lahore,D. and S. Judge,..,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",13-05-1925
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1925,12-02-1908,02-12-1907,Non-voted,Hindu of Poona,Sialkot,D. and S. Judge,26-05-1926,..,..
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1926,13-02-1908,03-12-1907,Non-voted,Hindu of Poona,Lahore,D. and S. Judge,..,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",08-04-1926
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1927,14-02-1908,04-12-1907,Non-voted,Hindu of Poona,Lahore,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",04-10-1926,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1928,15-02-1908,05-12-1907,Non-voted,Hindu of Poona,Lahore,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",..,"Judge, High Court",04-06-1927
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1929,16-02-1908,06-12-1907,Non-voted,Hindu of Poona,Lahore,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",11-07-1927,,
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1930,17-02-1908,07-12-1907,Non-voted,Hindu of Poona,Lahore,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",..,"Addl. Judge, High Court",12-11-1927
"Bhide, The Hon’ble Mr. Justice Mahadeva Vishnu",,-,13-02-1931,18-02-1908,08-12-1907,Non-voted,Hindu of Poona,Lahore,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",,"Judge, High Court",13-04-1928
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1889,20-10-1914,30-11-1914,Non-voted,Non-Asiatic,Unattached,"A.C., 3rd grade",30-11-1914,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1890,21-10-1914,01-12-1914,Non-voted,Non-Asiatic,Sialkot,"A.C., 3rd grade",04-12-1914,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1891,22-10-1914,02-12-1914,Non-voted,Non-Asiatic,Lyallpur,"A.C., 3rd grade",02-03-1915,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1892,23-10-1914,03-12-1914,Non-voted,Non-Asiatic,Rawalpindi,"A.C., 3rd grade",01-04-1915,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1893,24-10-1914,04-12-1914,Non-voted,Non-Asiatic,Sialkot,"A.C., 3rd grade",01-05-1915,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1894,25-10-1914,05-12-1914,Non-voted,Non-Asiatic,Lahore,"A.C., 3rd grade, Pl. Asstt. to Comm. of Lahore",22-09-1915,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1895,26-10-1914,06-12-1914,Non-voted,Non-Asiatic,Lahore,"A.C., 3rd grade",07-01-1916,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1896,27-10-1914,07-12-1914,Non-voted,Non-Asiatic,Lahore,"A.C., 3rd grade",,C.M.,07-03-1916
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1897,28-10-1914,08-12-1914,Non-voted,Non-Asiatic,Lahore,"A.C., 3rd grade., Pl. Asstt. to D.C.",12-04-1916,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1898,29-10-1914,09-12-1914,Non-voted,Non-Asiatic,Gurdaspur,"A.C., 3rd grade",26-09-1916,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1899,30-10-1914,10-12-1914,Non-voted,Non-Asiatic,Ambala,"A.C., 3rd grade",16-11-1916,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1900,31-10-1914,11-12-1914,Non-voted,Non-Asiatic,Shahpur,"A.C., 3rd grade",24-03-1917,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1901,01-11-1914,12-12-1914,Non-voted,Non-Asiatic,Shahpur,"A.C., 3rd grade",18-07-1917,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1902,02-11-1914,13-12-1914,Non-voted,Non-Asiatic,Gurdaspur,"A.C., 3rd grade",21-12-1918,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1903,03-11-1914,14-12-1914,Non-voted,Non-Asiatic,Gurdaspur,"A.C., 3rd grade",,D.C.,01-03-1919
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1904,04-11-1914,15-12-1914,Non-voted,Non-Asiatic,Gurdaspur,"A.C., 3rd grade",27-03-1919,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1905,05-11-1914,16-12-1914,Non-voted,Non-Asiatic,Kaithal,"A.C., 3rd grade",14-04-1919,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1906,06-11-1914,17-12-1914,Non-voted,Non-Asiatic,Rohtak,"A.C., 3rd grade",,D.C.,31-08-1919
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1907,07-11-1914,18-12-1914,Non-voted,Non-Asiatic,Rohtak,"A.C., 3rd grade",11-10-1919,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1908,08-11-1914,19-12-1914,Non-voted,Non-Asiatic,Kaithal,"A.C., 3rd grade",21-10-1919,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1909,09-11-1914,20-12-1914,Non-voted,Non-Asiatic,Kaithal,"A.C., Time Scale",01-12-1919,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1910,10-11-1914,21-12-1914,Non-voted,Non-Asiatic,D.G. Khan,"A.C., Time Scale, Pol. Asst. and Comdt., B.M. Police",10-02-1920,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1911,11-11-1914,22-12-1914,Non-voted,Non-Asiatic,Lahore,"A.C., Time Scale",,"Registrar, High Court, Punjab",30-11-1922
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1912,12-11-1914,23-12-1914,Non-voted,Non-Asiatic,Montgomery,"D. and S. Judge, Provisional",01-07-1924,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1913,13-11-1914,24-12-1914,Non-voted,Non-Asiatic,Lahore,"D. and S. Judge, Provisional., Registrar, High Court, Punjab",08-09-1924,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1914,14-11-1914,25-12-1914,Non-voted,Non-Asiatic,Lahore,"D. and S. Judge, Provisional Registrar High court Punjab",30-07-1925,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1915,15-11-1914,26-12-1914,Non-voted,Non-Asiatic,Lahore,"D. and S. Judge, Permanent Registrar, High Court, Punjab",16-10-1925,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1916,16-11-1914,27-12-1914,Non-voted,Non-Asiatic,Lahore,"D. and S. Judge, Montgomery",07-11-1927,,
"Blacker, Harold Alfred Cecil","B.A., Cantab.",-,15-08-1917,17-11-1914,28-12-1914,Non-voted,Non-Asiatic,Lahore,D. and S. Judge,06-04-1928,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1892,20-08-1920,05-12-1920,Non-voted,Non-Asiatic,Sargodha,"A.C., Time Scale",09-12-1920,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1893,21-08-1920,06-12-1920,Non-voted,Non-Asiatic,Lyallpur,"A.C., Time Scale",21-02-1921,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1894,22-08-1920,07-12-1920,Non-voted,Non-Asiatic,Rawalpindi,"A.C., Time Scale",23-03-1921,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1895,23-08-1920,08-12-1920,Non-voted,Non-Asiatic,Murree,"A.C., Time Scale",12-04-1921,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1896,24-08-1920,09-12-1920,Non-voted,Non-Asiatic,Amritsar,"A.C., Time Scale",17-10-1922,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1897,25-08-1920,10-12-1920,Non-voted,Non-Asiatic,Amritsar,"A.C., Time Scale",,Addl. D.C.,13-10-1923
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1898,26-08-1920,11-12-1920,Non-voted,Non-Asiatic,Amritsar,"A.C., Time Scale",02-11-1923,,
,,,,,,,,Amritsar,"A.C., Time Scale",,Addl. D.C.,15-11-1923
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1899,27-08-1920,12-12-1920,Non-voted,Non-Asiatic,Ferozepore,"A.C., Time Scale",11-03-1924,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1900,28-08-1920,13-12-1920,Non-voted,Non-Asiatic,Ferozepore,"A.C., Time Scale",..,D.C.,18-03-1924
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1901,29-08-1920,14-12-1920,Non-voted,Non-Asiatic,Ferozepore,"A.C., Time Scale",,D.C.,16-08-1925
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1902,30-08-1920,15-12-1920,Non-voted,Non-Asiatic,On leave,D.C. (Provisional),19-11-1926,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1903,31-08-1920,16-12-1920,Non-voted,Non-Asiatic,Ferozepore,D.C. (Provisional),14-03-1927,,
"Bourne, Frederick Chalmers","B.A., Oxon.",-,12-08-1904,01-09-1920,17-12-1920,Non-voted,Non-Asiatic,Montgomery,D.C. (Settlement),17-11-1927,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1877,29-10-1900,03-12-1900,Non-voted,Non-Asiatic,Delhi,"A.C., 3rd grade",03-12-1900,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1878,30-10-1900,04-12-1900,Non-voted,Non-Asiatic,Rohtak,"A.C., 3rd grade",31-01-1901,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1879,31-10-1900,05-12-1900,Non-voted,Non-Asiatic,P. D. Khan,"A.C., 3rd grade",28-05-1902,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1880,01-11-1900,06-12-1900,Non-voted,Non-Asiatic,Jhelum,"A.C., 3rd grade",..,D.C.,01-09-1903
"Boyd, Donald James","M.A., Edin.",-,23-12-1881,02-11-1900,07-12-1900,Non-voted,Non-Asiatic,In transit,"A.C., 3rd grade",13-10-1903,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1882,03-11-1900,08-12-1900,Non-voted,Non-Asiatic,Hazara,"A.C., 3rd grade. (Settl. Train.)",19-10-1903,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1883,04-11-1900,09-12-1900,Non-voted,Non-Asiatic,P. D. Khan,"A.C., 3rd grade",23-02-1904,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1884,05-11-1900,10-12-1900,Non-voted,Non-Asiatic,Jhelum,"A.C., 3rd grade",..,D.C.,07-09-1904
"Boyd, Donald James","M.A., Edin.",-,23-12-1885,06-11-1900,11-12-1900,Non-voted,Non-Asiatic,In transit,"A.C., 3rd grade",06-10-1904,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1886,07-11-1900,12-12-1900,Non-voted,Non-Asiatic,P. D. Khan,"A.C., 3rd grade",08-10-1904,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1887,08-11-1900,13-12-1900,Non-voted,Non-Asiatic,Hoshiarpur,"A.C., 3rd grade",..,D.C.,17-03-1905
"Boyd, Donald James","M.A., Edin.",-,23-12-1888,09-11-1900,14-12-1900,Non-voted,Non-Asiatic,In transit,"A.C., 3rd grade",..,Dt. J.,21-11-1905
"Boyd, Donald James","M.A., Edin.",-,23-12-1889,10-11-1900,15-12-1900,Non-voted,Non-Asiatic,Hoshiarpur,"A.C., 3rd grade",..,Dt. J.,03-12-1905
"Boyd, Donald James","M.A., Edin.",-,23-12-1890,11-11-1900,16-12-1900,Non-voted,Non-Asiatic,Hoshiarpur,"A.C., 3rd grade",..,Dt. J. D.C. (in addition),11-03-1906
"Boyd, Donald James","M.A., Edin.",-,23-12-1891,12-11-1900,17-12-1900,Non-voted,Non-Asiatic,Hoshiarpur,"A.C., 3rd grade",05-06-1906,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1892,13-11-1900,18-12-1900,Non-voted,Non-Asiatic,Hoshiarpur,"A.C., 3rd grade",,Dt. J.,12-05-1906
"Boyd, Donald James","M.A., Edin.",-,23-12-1893,14-11-1900,19-12-1900,Non-voted,Non-Asiatic,Montgomery,"A.C., 3rd grade",..,D.C.,16-06-1906
"Boyd, Donald James","M.A., Edin.",-,23-12-1894,15-11-1900,20-12-1900,Non-voted,Non-Asiatic,Kangra,"A.C., 3rd grade",..,D.C.,28-08-1906
"Boyd, Donald James","M.A., Edin.",-,23-12-1895,16-11-1900,21-12-1900,Non-voted,Non-Asiatic,Shahpur,"A.C., 3rd grade (on special duty)",07-11-1906,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1896,17-11-1900,22-12-1900,Non-voted,Non-Asiatic,Jhang,"A.C., 3rd grade",02-04-1907,D.C.,02-04-1907
"Boyd, Donald James","M.A., Edin.",-,23-12-1897,18-11-1900,23-12-1900,Non-voted,Non-Asiatic,Lahore,"A.C., 3rd grade (special duty)",19-06-1907,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1898,19-11-1900,24-12-1900,Non-voted,Non-Asiatic,Multan,"A.C., 3rd grade",..,D.C.,18-07-1907
"Boyd, Donald James","M.A., Edin.",-,23-12-1899,20-11-1900,25-12-1900,Non-voted,Non-Asiatic,In transit,"A.C., 3rd grade",22-11-1907,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1900,21-11-1900,26-12-1900,Non-voted,Non-Asiatic,Lahore,Un. Secy to G.P.,30-11-1907,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1901,22-11-1900,27-12-1900,Non-voted,Non-Asiatic,On leave,"A.C., 3rd grade",25-05-1910,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1902,23-11-1900,28-12-1900,Non-voted,Non-Asiatic,Sialkot,"A.C., 2nd grade, S.O.",20-10-1911,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1903,24-11-1900,29-12-1900,Non-voted,Non-Asiatic,Sialkot,"A.C., 2nd grade, S.O.",27-10-1914,,
